G1.8.d	Ggdm: ~dat, Ggdn: ~dati, Ggdspe: ~m, Ggdsde: ~š, Ggdste: ~Ø, Ggdspd: ~va, Ggdsdd: ~sta, Ggdstd: ~sta, Ggdspm: ~mo, Ggdsdm: ~ste, Ggdstm: ~do|~jo, Ggdvde: ~j, Ggdvpd: ~jva, Ggdvdd: ~jta, Ggdvpm: ~jmo, Ggdvdm: ~jte, Ggdd-em: ~dal, Ggdd-ez: ~dala, Ggdd-es: ~dalo, Ggdd-dm: ~dala, Ggdd-dz: ~dali, Ggdd-ds: ~dali, Ggdd-mm: ~dali, Ggdd-mz: ~dale, Ggdd-ms: ~dala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.8.n	Ggnm: ~dat, Ggnn: ~dati, Ggnspe: ~m, Ggnsde: ~š, Ggnste: ~Ø, Ggnspd: ~va, Ggnsdd: ~sta, Ggnstd: ~sta, Ggnspm: ~mo, Ggnsdm: ~ste, Ggnstm: ~do|~jo, Ggnvde: ~j, Ggnvpd: ~jva, Ggnvdd: ~jta, Ggnvpm: ~jmo, Ggnvdm: ~jte, Ggnd-em: ~dal, Ggnd-ez: ~dala, Ggnd-es: ~dalo, Ggnd-dm: ~dala, Ggnd-dz: ~dali, Ggnd-ds: ~dali, Ggnd-mm: ~dali, Ggnd-mz: ~dale, Ggnd-ms: ~dala	MISSING IN SLOLEKS 2.0	USED IN PREDICTION		
G1.8.v	Ggvm: ~dat, Ggvn: ~dati, Ggvspe: ~m, Ggvsde: ~š, Ggvste: ~Ø, Ggvspd: ~va, Ggvsdd: ~sta, Ggvstd: ~sta, Ggvspm: ~mo, Ggvsdm: ~ste, Ggvstm: ~do|~jo, Ggvvde: ~j, Ggvvpd: ~jva, Ggvvdd: ~jta, Ggvvpm: ~jmo, Ggvvdm: ~jte, Ggvd-em: ~dal, Ggvd-ez: ~dala, Ggvd-es: ~dalo, Ggvd-dm: ~dala, Ggvd-dz: ~dali, Ggvd-ds: ~dali, Ggvd-mm: ~dali, Ggvd-mz: ~dale, Ggvd-ms: ~dala	MISSING IN SLOLEKS 2.0	USED IN PREDICTION		
G1.9.d	Ggdm: ~jt, Ggdn: ~jti, Ggdspe: ~jdem, Ggdsde: ~jdeš, Ggdste: ~jde, Ggdspd: ~jdeva, Ggdsdd: ~jdeta, Ggdstd: ~jdeta, Ggdspm: ~jdemo, Ggdsdm: ~jdete, Ggdstm: ~jdejo, Ggdvde: ~jdi, Ggdvpd: ~jdiva, Ggdvdd: ~jdita, Ggdvpm: ~jdimo, Ggdvdm: ~jdite, Ggdd-em: ~šel, Ggdd-ez: ~šla, Ggdd-es: ~šlo, Ggdd-dm: ~šla, Ggdd-dz: ~šli, Ggdd-ds: ~šli, Ggdd-mm: ~šli, Ggdd-mz: ~šle, Ggdd-ms: ~šla	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.9.n	Ggnm: ~jt, Ggnn: ~jti, Ggnspe: ~jdem, Ggnsde: ~jdeš, Ggnste: ~jde, Ggnspd: ~jdeva, Ggnsdd: ~jdeta, Ggnstd: ~jdeta, Ggnspm: ~jdemo, Ggnsdm: ~jdete, Ggnstm: ~jdejo, Ggnvde: ~jdi, Ggnvpd: ~jdiva, Ggnvdd: ~jdita, Ggnvpm: ~jdimo, Ggnvdm: ~jdite, Ggnd-em: ~šel, Ggnd-ez: ~šla, Ggnd-es: ~šlo, Ggnd-dm: ~šla, Ggnd-dz: ~šli, Ggnd-ds: ~šli, Ggnd-mm: ~šli, Ggnd-mz: ~šle, Ggnd-ms: ~šla	MISSING IN SLOLEKS 2.0	USED IN PREDICTION		
G1.9.v	Ggvm: ~jt, Ggvn: ~jti, Ggvspe: ~jdem, Ggvsde: ~jdeš, Ggvste: ~jde, Ggvspd: ~jdeva, Ggvsdd: ~jdeta, Ggvstd: ~jdeta, Ggvspm: ~jdemo, Ggvsdm: ~jdete, Ggvstm: ~jdejo, Ggvvde: ~jdi, Ggvvpd: ~jdiva, Ggvvdd: ~jdita, Ggvvpm: ~jdimo, Ggvvdm: ~jdite, Ggvd-em: ~šel, Ggvd-ez: ~šla, Ggvd-es: ~šlo, Ggvd-dm: ~šla, Ggvd-dz: ~šli, Ggvd-ds: ~šli, Ggvd-mm: ~šli, Ggvd-mz: ~šle, Ggvd-ms: ~šla	MISSING IN SLOLEKS 2.0	USED IN PREDICTION		
G10.1.d	Ggdm: ~rat, Ggdn: ~rati, Ggdspe: ~erem, Ggdsde: ~ereš, Ggdste: ~ere, Ggdspd: ~ereva, Ggdsdd: ~ereta, Ggdstd: ~ereta, Ggdspm: ~eremo, Ggdsdm: ~erete, Ggdstm: ~erejo, Ggdvde: ~eri, Ggdvpd: ~eriva, Ggdvdd: ~erita, Ggdvpm: ~erimo, Ggdvdm: ~erite, Ggdd-em: ~ral, Ggdd-ez: ~rala, Ggdd-es: ~ralo, Ggdd-dm: ~rala, Ggdd-dz: ~rali, Ggdd-ds: ~rali, Ggdd-mm: ~rali, Ggdd-mz: ~rale, Ggdd-ms: ~rala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G10.1.n	Ggnm: ~rat, Ggnn: ~rati, Ggnspe: ~erem, Ggnsde: ~ereš, Ggnste: ~ere, Ggnspd: ~ereva, Ggnsdd: ~ereta, Ggnstd: ~ereta, Ggnspm: ~eremo, Ggnsdm: ~erete, Ggnstm: ~erejo, Ggnvde: ~eri, Ggnvpd: ~eriva, Ggnvdd: ~erita, Ggnvpm: ~erimo, Ggnvdm: ~erite, Ggnd-em: ~ral, Ggnd-ez: ~rala, Ggnd-es: ~ralo, Ggnd-dm: ~rala, Ggnd-dz: ~rali, Ggnd-ds: ~rali, Ggnd-mm: ~rali, Ggnd-mz: ~rale, Ggnd-ms: ~rala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G10.1.v	Ggvm: ~rat, Ggvn: ~rati, Ggvspe: ~erem, Ggvsde: ~ereš, Ggvste: ~ere, Ggvspd: ~ereva, Ggvsdd: ~ereta, Ggvstd: ~ereta, Ggvspm: ~eremo, Ggvsdm: ~erete, Ggvstm: ~erejo, Ggvvde: ~eri, Ggvvpd: ~eriva, Ggvvdd: ~erita, Ggvvpm: ~erimo, Ggvvdm: ~erite, Ggvd-em: ~ral, Ggvd-ez: ~rala, Ggvd-es: ~ralo, Ggvd-dm: ~rala, Ggvd-dz: ~rali, Ggvd-ds: ~rali, Ggvd-mm: ~rali, Ggvd-mz: ~rale, Ggvd-ms: ~rala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G10.2.d	Ggdm: ~rat, Ggdn: ~rati, Ggdspe: ~erjem, Ggdsde: ~erješ, Ggdste: ~erje, Ggdspd: ~erjeva, Ggdsdd: ~erjeta, Ggdstd: ~erjeta, Ggdspm: ~erjemo, Ggdsdm: ~erjete, Ggdstm: ~erjejo, Ggdvde: ~erji, Ggdvpd: ~erjiva, Ggdvdd: ~erjita, Ggdvpm: ~erjimo, Ggdvdm: ~erjite, Ggdd-em: ~ral, Ggdd-ez: ~rala, Ggdd-es: ~ralo, Ggdd-dm: ~rala, Ggdd-dz: ~rali, Ggdd-ds: ~rali, Ggdd-mm: ~rali, Ggdd-mz: ~rale, Ggdd-ms: ~rala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G10.2.n	Ggnm: ~rat, Ggnn: ~rati, Ggnspe: ~erjem, Ggnsde: ~erješ, Ggnste: ~erje, Ggnspd: ~erjeva, Ggnsdd: ~erjeta, Ggnstd: ~erjeta, Ggnspm: ~erjemo, Ggnsdm: ~erjete, Ggnstm: ~erjejo, Ggnvde: ~erji, Ggnvpd: ~erjiva, Ggnvdd: ~erjita, Ggnvpm: ~erjimo, Ggnvdm: ~erjite, Ggnd-em: ~ral, Ggnd-ez: ~rala, Ggnd-es: ~ralo, Ggnd-dm: ~rala, Ggnd-dz: ~rali, Ggnd-ds: ~rali, Ggnd-mm: ~rali, Ggnd-mz: ~rale, Ggnd-ms: ~rala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G10.2.v	Ggvm: ~rat, Ggvn: ~rati, Ggvspe: ~erjem, Ggvsde: ~erješ, Ggvste: ~erje, Ggvspd: ~erjeva, Ggvsdd: ~erjeta, Ggvstd: ~erjeta, Ggvspm: ~erjemo, Ggvsdm: ~erjete, Ggvstm: ~erjejo, Ggvvde: ~erji, Ggvvpd: ~erjiva, Ggvvdd: ~erjita, Ggvvpm: ~erjimo, Ggvvdm: ~erjite, Ggvd-em: ~ral, Ggvd-ez: ~rala, Ggvd-es: ~ralo, Ggvd-dm: ~rala, Ggvd-dz: ~rali, Ggvd-ds: ~rali, Ggvd-mm: ~rali, Ggvd-mz: ~rale, Ggvd-ms: ~rala	MISSING IN SLOLEKS 2.0	USED IN PREDICTION		
G10.3.d	Ggdm: ~ret, Ggdn: ~reti, Ggdspe: ~erem|~rem, Ggdsde: ~ereš|~reš, Ggdste: ~ere|~re, Ggdspd: ~ereva|~reva, Ggdsdd: ~ereta|~reta, Ggdstd: ~ereta|~reta, Ggdspm: ~eremo|~remo, Ggdsdm: ~erete|~rete, Ggdstm: ~erejo|~rejo, Ggdvde: ~eri|~ri, Ggdvpd: ~eriva|~riva, Ggdvdd: ~erita|~rita, Ggdvpm: ~erimo|~rimo, Ggdvdm: ~erite|~rite, Ggdd-em: ~rl, Ggdd-ez: ~rla, Ggdd-es: ~rlo, Ggdd-dm: ~rla, Ggdd-dz: ~rli, Ggdd-ds: ~rli, Ggdd-mm: ~rli, Ggdd-mz: ~rle, Ggdd-ms: ~rla	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G10.3.n	Ggnm: ~ret, Ggnn: ~reti, Ggnspe: ~erem|~rem, Ggnsde: ~ereš|~reš, Ggnste: ~ere|~re, Ggnspd: ~ereva|~reva, Ggnsdd: ~ereta|~reta, Ggnstd: ~ereta|~reta, Ggnspm: ~eremo|~remo, Ggnsdm: ~erete|~rete, Ggnstm: ~erejo|~rejo, Ggnvde: ~eri|~ri, Ggnvpd: ~eriva|~riva, Ggnvdd: ~erita|~rita, Ggnvpm: ~erimo|~rimo, Ggnvdm: ~erite|~rite, Ggnd-em: ~rl, Ggnd-ez: ~rla, Ggnd-es: ~rlo, Ggnd-dm: ~rla, Ggnd-dz: ~rli, Ggnd-ds: ~rli, Ggnd-mm: ~rli, Ggnd-mz: ~rle, Ggnd-ms: ~rla	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
