G1.1.d	Ggdm: ~t, Ggdn: ~ti, Ggdspe: ~m, Ggdsde: ~š, Ggdste: ~Ø, Ggdspd: ~va, Ggdsdd: ~ta, Ggdstd: ~ta, Ggdspm: ~mo, Ggdsdm: ~te, Ggdstm: ~jo, Ggdvde: ~j, Ggdvpd: ~jva, Ggdvdd: ~jta, Ggdvpm: ~jmo, Ggdvdm: ~jte, Ggdd-em: ~l, Ggdd-ez: ~la, Ggdd-es: ~lo, Ggdd-dm: ~la, Ggdd-dz: ~li, Ggdd-ds: ~li, Ggdd-mm: ~li, Ggdd-mz: ~le, Ggdd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.1.n	Ggnm: ~t, Ggnn: ~ti, Ggnspe: ~m, Ggnsde: ~š, Ggnste: ~Ø, Ggnspd: ~va, Ggnsdd: ~ta, Ggnstd: ~ta, Ggnspm: ~mo, Ggnsdm: ~te, Ggnstm: ~jo, Ggnvde: ~j, Ggnvpd: ~jva, Ggnvdd: ~jta, Ggnvpm: ~jmo, Ggnvdm: ~jte, Ggnd-em: ~l, Ggnd-ez: ~la, Ggnd-es: ~lo, Ggnd-dm: ~la, Ggnd-dz: ~li, Ggnd-ds: ~li, Ggnd-mm: ~li, Ggnd-mz: ~le, Ggnd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.1.v	Ggvm: ~t, Ggvn: ~ti, Ggvspe: ~m, Ggvsde: ~š, Ggvste: ~Ø, Ggvspd: ~va, Ggvsdd: ~ta, Ggvstd: ~ta, Ggvspm: ~mo, Ggvsdm: ~te, Ggvstm: ~jo, Ggvvde: ~j, Ggvvpd: ~jva, Ggvvdd: ~jta, Ggvvpm: ~jmo, Ggvvdm: ~jte, Ggvd-em: ~l, Ggvd-ez: ~la, Ggvd-es: ~lo, Ggvd-dm: ~la, Ggvd-dz: ~li, Ggvd-ds: ~li, Ggvd-mm: ~li, Ggvd-mz: ~le, Ggvd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.10.d	Ggdm: ~t, Ggdn: ~ti, Ggdspe: ~dem, Ggdsde: ~deš, Ggdste: ~de, Ggdspd: ~deva, Ggdsdd: ~deta, Ggdstd: ~deta, Ggdspm: ~demo, Ggdsdm: ~dete, Ggdstm: ~dejo, Ggdvde: ~di, Ggdvpd: ~diva, Ggdvdd: ~dita, Ggdvpm: ~dimo, Ggdvdm: ~dite, Ggdd-em: ~šel, Ggdd-ez: ~šla, Ggdd-es: ~šlo, Ggdd-dm: ~šla, Ggdd-dz: ~šli, Ggdd-ds: ~šli, Ggdd-mm: ~šli, Ggdd-mz: ~šle, Ggdd-ms: ~šla	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.10.n	Ggnm: ~t, Ggnn: ~ti, Ggnspe: ~dem, Ggnsde: ~deš, Ggnste: ~de, Ggnspd: ~deva, Ggnsdd: ~deta, Ggnstd: ~deta, Ggnspm: ~demo, Ggnsdm: ~dete, Ggnstm: ~dejo, Ggnvde: ~di, Ggnvpd: ~diva, Ggnvdd: ~dita, Ggnvpm: ~dimo, Ggnvdm: ~dite, Ggnd-em: ~šel, Ggnd-ez: ~šla, Ggnd-es: ~šlo, Ggnd-dm: ~šla, Ggnd-dz: ~šli, Ggnd-ds: ~šli, Ggnd-mm: ~šli, Ggnd-mz: ~šle, Ggnd-ms: ~šla	MISSING IN SLOLEKS 2.0	USED IN PREDICTION		
G1.10.v	Ggvm: ~t, Ggvn: ~ti, Ggvspe: ~dem, Ggvsde: ~deš, Ggvste: ~de, Ggvspd: ~deva, Ggvsdd: ~deta, Ggvstd: ~deta, Ggvspm: ~demo, Ggvsdm: ~dete, Ggvstm: ~dejo, Ggvvde: ~di, Ggvvpd: ~diva, Ggvvdd: ~dita, Ggvvpm: ~dimo, Ggvvdm: ~dite, Ggvd-em: ~šel, Ggvd-ez: ~šla, Ggvd-es: ~šlo, Ggvd-dm: ~šla, Ggvd-dz: ~šli, Ggvd-ds: ~šli, Ggvd-mm: ~šli, Ggvd-mz: ~šle, Ggvd-ms: ~šla	MISSING IN SLOLEKS 2.0	USED IN PREDICTION		
G1.2.d	Ggdm: ~t, Ggdn: ~ti, Ggdspe: ~m, Ggdsde: ~š, Ggdste: ~Ø, Ggdspd: ~va, Ggdsdd: ~ta, Ggdstd: ~ta, Ggdspm: ~mo, Ggdsdm: ~te, Ggdstm: ~jo, Ggdvde: ~Ø, Ggdvpd: ~va, Ggdvdd: ~ta, Ggdvpm: ~mo, Ggdvdm: ~te, Ggdd-em: ~l, Ggdd-ez: ~la, Ggdd-es: ~lo, Ggdd-dm: ~la, Ggdd-dz: ~li, Ggdd-ds: ~li, Ggdd-mm: ~li, Ggdd-mz: ~le, Ggdd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.2.n	Ggnm: ~t, Ggnn: ~ti, Ggnspe: ~m, Ggnsde: ~š, Ggnste: ~Ø, Ggnspd: ~va, Ggnsdd: ~ta, Ggnstd: ~ta, Ggnspm: ~mo, Ggnsdm: ~te, Ggnstm: ~jo, Ggnvde: ~Ø, Ggnvpd: ~va, Ggnvdd: ~ta, Ggnvpm: ~mo, Ggnvdm: ~te, Ggnd-em: ~l, Ggnd-ez: ~la, Ggnd-es: ~lo, Ggnd-dm: ~la, Ggnd-dz: ~li, Ggnd-ds: ~li, Ggnd-mm: ~li, Ggnd-mz: ~le, Ggnd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.2.v	Ggvm: ~t, Ggvn: ~ti, Ggvspe: ~m, Ggvsde: ~š, Ggvste: ~Ø, Ggvspd: ~va, Ggvsdd: ~ta, Ggvstd: ~ta, Ggvspm: ~mo, Ggvsdm: ~te, Ggvstm: ~jo, Ggvvde: ~Ø, Ggvvpd: ~va, Ggvvdd: ~ta, Ggvvpm: ~mo, Ggvvdm: ~te, Ggvd-em: ~l, Ggvd-ez: ~la, Ggvd-es: ~lo, Ggvd-dm: ~la, Ggvd-dz: ~li, Ggvd-ds: ~li, Ggvd-mm: ~li, Ggvd-mz: ~le, Ggvd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.3.d	Ggdm: ~t, Ggdn: ~ti, Ggdspe: ~jem, Ggdsde: ~ješ, Ggdste: ~je, Ggdspd: ~jeva, Ggdsdd: ~jeta, Ggdstd: ~jeta, Ggdspm: ~jemo, Ggdsdm: ~jete, Ggdstm: ~jejo, Ggdvde: ~j, Ggdvpd: ~jva, Ggdvdd: ~jta, Ggdvpm: ~jmo, Ggdvdm: ~jte, Ggdd-em: ~l, Ggdd-ez: ~la, Ggdd-es: ~lo, Ggdd-dm: ~la, Ggdd-dz: ~li, Ggdd-ds: ~li, Ggdd-mm: ~li, Ggdd-mz: ~le, Ggdd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.3.n	Ggnm: ~t, Ggnn: ~ti, Ggnspe: ~jem, Ggnsde: ~ješ, Ggnste: ~je, Ggnspd: ~jeva, Ggnsdd: ~jeta, Ggnstd: ~jeta, Ggnspm: ~jemo, Ggnsdm: ~jete, Ggnstm: ~jejo, Ggnvde: ~j, Ggnvpd: ~jva, Ggnvdd: ~jta, Ggnvpm: ~jmo, Ggnvdm: ~jte, Ggnd-em: ~l, Ggnd-ez: ~la, Ggnd-es: ~lo, Ggnd-dm: ~la, Ggnd-dz: ~li, Ggnd-ds: ~li, Ggnd-mm: ~li, Ggnd-mz: ~le, Ggnd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.3.v	Ggvm: ~t, Ggvn: ~ti, Ggvspe: ~jem, Ggvsde: ~ješ, Ggvste: ~je, Ggvspd: ~jeva, Ggvsdd: ~jeta, Ggvstd: ~jeta, Ggvspm: ~jemo, Ggvsdm: ~jete, Ggvstm: ~jejo, Ggvvde: ~j, Ggvvpd: ~jva, Ggvvdd: ~jta, Ggvvpm: ~jmo, Ggvvdm: ~jte, Ggvd-em: ~l, Ggvd-ez: ~la, Ggvd-es: ~lo, Ggvd-dm: ~la, Ggvd-dz: ~li, Ggvd-ds: ~li, Ggvd-mm: ~li, Ggvd-mz: ~le, Ggvd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.4.d	Ggdm: ~t, Ggdn: ~ti, Ggdspe: ~em, Ggdsde: ~eš, Ggdste: ~e, Ggdspd: ~eva, Ggdsdd: ~eta, Ggdstd: ~eta, Ggdspm: ~emo, Ggdsdm: ~ete, Ggdstm: ~ejo, Ggdvde: ~i, Ggdvpd: ~iva, Ggdvdd: ~ita, Ggdvpm: ~imo, Ggdvdm: ~ite, Ggdd-em: ~el, Ggdd-ez: ~la, Ggdd-es: ~lo, Ggdd-dm: ~la, Ggdd-dz: ~li, Ggdd-ds: ~li, Ggdd-mm: ~li, Ggdd-mz: ~le, Ggdd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.4.n	Ggnm: ~t, Ggnn: ~ti, Ggnspe: ~em, Ggnsde: ~eš, Ggnste: ~e, Ggnspd: ~eva, Ggnsdd: ~eta, Ggnstd: ~eta, Ggnspm: ~emo, Ggnsdm: ~ete, Ggnstm: ~ejo, Ggnvde: ~i, Ggnvpd: ~iva, Ggnvdd: ~ita, Ggnvpm: ~imo, Ggnvdm: ~ite, Ggnd-em: ~el, Ggnd-ez: ~la, Ggnd-es: ~lo, Ggnd-dm: ~la, Ggnd-dz: ~li, Ggnd-ds: ~li, Ggnd-mm: ~li, Ggnd-mz: ~le, Ggnd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.4.v	Ggvm: ~t, Ggvn: ~ti, Ggvspe: ~em, Ggvsde: ~eš, Ggvste: ~e, Ggvspd: ~eva, Ggvsdd: ~eta, Ggvstd: ~eta, Ggvspm: ~emo, Ggvsdm: ~ete, Ggvstm: ~ejo, Ggvvde: ~i, Ggvvpd: ~iva, Ggvvdd: ~ita, Ggvvpm: ~imo, Ggvvdm: ~ite, Ggvd-em: ~el, Ggvd-ez: ~la, Ggvd-es: ~lo, Ggvd-dm: ~la, Ggvd-dz: ~li, Ggvd-ds: ~li, Ggvd-mm: ~li, Ggvd-mz: ~le, Ggvd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.5.d	Ggdm: ~t, Ggdn: ~ti, Ggdspe: ~nem, Ggdsde: ~neš, Ggdste: ~ne, Ggdspd: ~neva, Ggdsdd: ~neta, Ggdstd: ~neta, Ggdspm: ~nemo, Ggdsdm: ~nete, Ggdstm: ~nejo, Ggdvde: ~ni, Ggdvpd: ~niva, Ggdvdd: ~nita, Ggdvpm: ~nimo, Ggdvdm: ~nite, Ggdd-em: ~l, Ggdd-ez: ~la, Ggdd-es: ~lo, Ggdd-dm: ~la, Ggdd-dz: ~li, Ggdd-ds: ~li, Ggdd-mm: ~li, Ggdd-mz: ~le, Ggdd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.5.n	Ggnm: ~t, Ggnn: ~ti, Ggnspe: ~nem, Ggnsde: ~neš, Ggnste: ~ne, Ggnspd: ~neva, Ggnsdd: ~neta, Ggnstd: ~neta, Ggnspm: ~nemo, Ggnsdm: ~nete, Ggnstm: ~nejo, Ggnvde: ~ni, Ggnvpd: ~niva, Ggnvdd: ~nita, Ggnvpm: ~nimo, Ggnvdm: ~nite, Ggnd-em: ~l, Ggnd-ez: ~la, Ggnd-es: ~lo, Ggnd-dm: ~la, Ggnd-dz: ~li, Ggnd-ds: ~li, Ggnd-mm: ~li, Ggnd-mz: ~le, Ggnd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.5.v	Ggvm: ~t, Ggvn: ~ti, Ggvspe: ~nem, Ggvsde: ~neš, Ggvste: ~ne, Ggvspd: ~neva, Ggvsdd: ~neta, Ggvstd: ~neta, Ggvspm: ~nemo, Ggvsdm: ~nete, Ggvstm: ~nejo, Ggvvde: ~ni, Ggvvpd: ~niva, Ggvvdd: ~nita, Ggvvpm: ~nimo, Ggvvdm: ~nite, Ggvd-em: ~l, Ggvd-ez: ~la, Ggvd-es: ~lo, Ggvd-dm: ~la, Ggvd-dz: ~li, Ggvd-ds: ~li, Ggvd-mm: ~li, Ggvd-mz: ~le, Ggvd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.6.d	Ggdm: ~t, Ggdn: ~ti, Ggdspe: ~vem, Ggdsde: ~veš, Ggdste: ~ve, Ggdspd: ~veva, Ggdsdd: ~veta, Ggdstd: ~veta, Ggdspm: ~vemo, Ggdsdm: ~vete, Ggdstm: ~vejo, Ggdvde: ~vi, Ggdvpd: ~viva, Ggdvdd: ~vita, Ggdvpm: ~vimo, Ggdvdm: ~vite, Ggdd-em: ~l, Ggdd-ez: ~la, Ggdd-es: ~lo, Ggdd-dm: ~la, Ggdd-dz: ~li, Ggdd-ds: ~li, Ggdd-mm: ~li, Ggdd-mz: ~le, Ggdd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.6.n	Ggnm: ~t, Ggnn: ~ti, Ggnspe: ~vem, Ggnsde: ~veš, Ggnste: ~ve, Ggnspd: ~veva, Ggnsdd: ~veta, Ggnstd: ~veta, Ggnspm: ~vemo, Ggnsdm: ~vete, Ggnstm: ~vejo, Ggnvde: ~vi, Ggnvpd: ~viva, Ggnvdd: ~vita, Ggnvpm: ~vimo, Ggnvdm: ~vite, Ggnd-em: ~l, Ggnd-ez: ~la, Ggnd-es: ~lo, Ggnd-dm: ~la, Ggnd-dz: ~li, Ggnd-ds: ~li, Ggnd-mm: ~li, Ggnd-mz: ~le, Ggnd-ms: ~la	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.6.v	Ggvm: ~t, Ggvn: ~ti, Ggvspe: ~vem, Ggvsde: ~veš, Ggvste: ~ve, Ggvspd: ~veva, Ggvsdd: ~veta, Ggvstd: ~veta, Ggvspm: ~vemo, Ggvsdm: ~vete, Ggvstm: ~vejo, Ggvvde: ~vi, Ggvvpd: ~viva, Ggvvdd: ~vita, Ggvvpm: ~vimo, Ggvvdm: ~vite, Ggvd-em: ~l, Ggvd-ez: ~la, Ggvd-es: ~lo, Ggvd-dm: ~la, Ggvd-dz: ~li, Ggvd-ds: ~li, Ggvd-mm: ~li, Ggvd-mz: ~le, Ggvd-ms: ~la	MISSING IN SLOLEKS 2.0	USED IN PREDICTION		
G1.7.d	Ggdm: ~dat, Ggdn: ~dati, Ggdspe: ~dam, Ggdsde: ~daš, Ggdste: ~da, Ggdspd: ~dava, Ggdsdd: ~data, Ggdstd: ~data, Ggdspm: ~damo, Ggdsdm: ~date, Ggdstm: ~dajo, Ggdvde: ~j, Ggdvpd: ~jva, Ggdvdd: ~jta, Ggdvpm: ~jmo, Ggdvdm: ~jte, Ggdd-em: ~dal, Ggdd-ez: ~dala, Ggdd-es: ~dalo, Ggdd-dm: ~dala, Ggdd-dz: ~dali, Ggdd-ds: ~dali, Ggdd-mm: ~dali, Ggdd-mz: ~dale, Ggdd-ms: ~dala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.7.n	Ggnm: ~dat, Ggnn: ~dati, Ggnspe: ~dam, Ggnsde: ~daš, Ggnste: ~da, Ggnspd: ~dava, Ggnsdd: ~data, Ggnstd: ~data, Ggnspm: ~damo, Ggnsdm: ~date, Ggnstm: ~dajo, Ggnvde: ~j, Ggnvpd: ~jva, Ggnvdd: ~jta, Ggnvpm: ~jmo, Ggnvdm: ~jte, Ggnd-em: ~dal, Ggnd-ez: ~dala, Ggnd-es: ~dalo, Ggnd-dm: ~dala, Ggnd-dz: ~dali, Ggnd-ds: ~dali, Ggnd-mm: ~dali, Ggnd-mz: ~dale, Ggnd-ms: ~dala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
G1.7.v	Ggvm: ~dat, Ggvn: ~dati, Ggvspe: ~dam, Ggvsde: ~daš, Ggvste: ~da, Ggvspd: ~dava, Ggvsdd: ~data, Ggvstd: ~data, Ggvspm: ~damo, Ggvsdm: ~date, Ggvstm: ~dajo, Ggvvde: ~j, Ggvvpd: ~jva, Ggvvdd: ~jta, Ggvvpm: ~jmo, Ggvvdm: ~jte, Ggvd-em: ~dal, Ggvd-ez: ~dala, Ggvd-es: ~dalo, Ggvd-dm: ~dala, Ggvd-dz: ~dali, Ggvd-ds: ~dali, Ggvd-mm: ~dali, Ggvd-mz: ~dale, Ggvd-ms: ~dala	PRESENT IN SLOLEKS 2.0	USED IN PREDICTION		
